min_CNLs,consensus_thres,consensus_alg,random_seed,tree,learn_rate,leaves,depth,subsample,colsample_bylevel,accuracy_train,accuracy_test
3,0.0,removal,1,600,0.01,7,4,0.79,0.54,0.5401645415110934,0.24460269838170112
0,0.0,removal,3,600,0.05,25,8,0.09,0.78,0.7824087089327088,0.2299627997243504
5,0.2,removal,1,800,0.05,25,8,0.93,0.46,0.9370434491334291,0.2985161084725795
3,0.2,removal,3,1000,0.05,13,6,0.33,0.59,0.9052066426878033,0.3384862413659646
0,0.2,removal,2,600,0.08,13,9,0.71,0.43,0.8901728038317236,0.2954062323108664
0,0.25,removal,2,800,0.1,7,9,0.48,0.45,0.922452671221725,0.23350487262110575
5,0.25,replacement,1,800,0.05,7,6,0.47,0.37,0.9283504815197785,0.32312750295733106
5,0.2,replacement,1,800,0.1,13,5,0.14,0.94,0.873957561116792,0.304070257592188
3,0.0,replacement,3,1000,0.05,13,6,0.08,0.2,0.8020305156425489,0.3482484660709928
5,0.0,removal,2,1000,0.05,4,4,0.91,0.49,0.8388583908651915,0.2325766787639878
0,0.2,replacement,2,600,0.05,13,4,0.74,0.14,0.6948555629228881,0.3317407992039053
0,0.25,replacement,1,1000,0.01,13,10,0.29,0.25,0.6724183724214978,0.27848983198544575
3,0.0,replacement,3,800,0.08,7,9,0.68,0.22,0.9259241863062859,0.33125647452080054
5,0.25,removal,3,800,0.08,25,8,0.84,0.7,0.965696428562856,0.05294886663009346
3,0.0,replacement,3,600,0.08,10,5,0.41,0.39,0.85278285211632,0.33005692603056747
3,0.2,replacement,3,800,0.08,25,4,0.32,0.6,0.8393544143688295,0.36729019223830983
